research_id,mission_id,country,experiment_type,research_domain,duration_days,data_generated_gb,personnel_required,equipment_count,resource_cost_musd,success,year
RSH-0007170,MSN-0011490,China,Spectroscopic Survey,Relativistic Physics,680,457.3,3,12,3.34,True,2007
RSH-0007171,MSN-0038793,Russia,Lidar Surface Mapping,Solar Dynamics,153,416.4,20,1,30.33,False,1971
RSH-0007172,MSN-0025389,USA,Autonomous Navigation,Quantum Communications,662,4533.5,10,7,25.15,True,2014
RSH-0007173,MSN-0033010,India,Orbital Crystallography,Quantum Communications,388,1012.1,21,9,21.48,True,2005
RSH-0007174,MSN-0079167,ESA,Lidar Surface Mapping,Astrophysics,296,655.9,10,12,30.27,True,2021
RSH-0007175,MSN-0099100,China,Plasma Physics,Space Botany,641,605.4,6,11,3.87,True,2010
RSH-0007176,MSN-0099815,Germany,Spectroscopic Survey,Microgravity Biology,167,1777.9,3,14,18.37,True,1996
RSH-0007177,MSN-0004791,India,Thermal Imaging,Planetary Geology,241,1306.4,22,8,24.19,True,1998
RSH-0007178,MSN-0091563,Israel,Plasma Physics,Solar Dynamics,350,1221.9,29,6,7.82,True,2003
RSH-0007179,MSN-0023992,France,Radiation Profiling,Solar Dynamics,356,765.8,29,11,31.75,False,2001
RSH-0007180,MSN-0030927,USA,Orbital Crystallography,Relativistic Physics,557,1679.8,2,13,22.33,True,1992
RSH-0007181,MSN-0045311,USA,Autonomous Navigation,Exoplanetology,278,261.0,32,11,5.53,True,2002
RSH-0007182,MSN-0069729,Russia,Thermal Imaging,Space Botany,616,1862.8,6,11,22.53,True,2013
RSH-0007183,MSN-0030735,China,Lidar Surface Mapping,Exoplanetology,304,1169.9,5,10,34.71,True,2006
RSH-0007184,MSN-0090535,Russia,Gravitational Wave Detection,Atmospheric Physics,561,743.6,40,9,38.92,False,2005
RSH-0007185,MSN-0006483,USA,Plasma Physics,Planetary Geology,506,237.7,18,2,11.57,True,1981
RSH-0007186,MSN-0022189,Russia,Spectroscopic Survey,Relativistic Physics,376,6395.8,36,15,42.2,True,1975
RSH-0007187,MSN-0049282,ESA,Cosmic Dust Analysis,Atmospheric Physics,472,744.2,44,13,20.51,False,2010
RSH-0007188,MSN-0019145,Japan,Orbital Crystallography,Materials Science,656,835.8,10,14,39.55,True,2023
RSH-0007189,MSN-0057020,USA,Gravitational Wave Detection,Quantum Communications,513,496.3,25,12,12.19,True,1972
RSH-0007190,MSN-0061259,USA,Spectroscopic Survey,Microgravity Biology,581,2852.2,12,2,24.94,True,1974
RSH-0007191,MSN-0013640,China,Gravitational Wave Detection,Atmospheric Physics,713,2893.2,41,4,48.26,True,2019
RSH-0007192,MSN-0043148,China,Orbital Crystallography,Relativistic Physics,644,179.5,44,3,23.16,True,2019
RSH-0007193,MSN-0026006,USA,Fluid Dynamics,Space Botany,450,219.7,29,15,3.25,True,2004
RSH-0007194,MSN-0027352,China,Orbital Crystallography,Microgravity Biology,286,159.0,27,6,39.92,False,1978
RSH-0007195,MSN-0061160,USA,Gravitational Wave Detection,Atmospheric Physics,228,1034.4,9,12,30.4,True,2014
RSH-0007196,MSN-0058797,China,Gravitational Wave Detection,Solar Dynamics,243,764.6,44,6,2.97,True,1981
RSH-0007197,MSN-0056453,USA,Radiation Profiling,Relativistic Physics,129,1810.2,25,13,1.54,True,2019
RSH-0007198,MSN-0078716,France,Thermal Imaging,Solar Dynamics,20,3086.7,27,12,19.04,True,1995
RSH-0007199,MSN-0002112,China,Thermal Imaging,Astrophysics,595,1091.7,7,11,2.36,True,2011
RSH-0007200,MSN-0085566,Russia,Fluid Dynamics,Astrophysics,35,238.0,15,11,47.75,True,1990
RSH-0007201,MSN-0023729,USA,Orbital Crystallography,Planetary Geology,335,252.9,19,3,36.74,True,2019
RSH-0007202,MSN-0029752,UK,Fluid Dynamics,Microgravity Biology,510,706.3,33,9,33.2,False,1994
RSH-0007203,MSN-0001899,USA,Spectroscopic Survey,Astrophysics,206,4373.2,3,11,0.92,True,1998
RSH-0007204,MSN-0002984,Russia,Plasma Physics,Astrophysics,70,2452.8,27,7,5.06,True,2015
RSH-0007205,MSN-0016348,China,Plasma Physics,Solar Dynamics,478,966.2,24,15,24.98,True,2014
RSH-0007206,MSN-0000372,Russia,Spectroscopic Survey,Solar Dynamics,80,570.5,5,5,22.25,True,1981
RSH-0007207,MSN-0056316,USA,Radiation Profiling,Solar Dynamics,484,703.4,34,14,30.08,True,1980
RSH-0007208,MSN-0099449,Japan,Plasma Physics,Space Botany,51,2273.8,31,1,20.5,True,2015
RSH-0007209,MSN-0098703,USA,Fluid Dynamics,Astrophysics,622,1149.5,18,4,21.45,True,2019
RSH-0007210,MSN-0078457,India,Radiation Profiling,Planetary Geology,244,226.7,28,9,2.65,True,2013
RSH-0007211,MSN-0052770,Russia,Radiation Profiling,Quantum Communications,63,1762.7,5,4,21.33,False,2022
RSH-0007212,MSN-0039850,France,Gravitational Wave Detection,Exoplanetology,686,563.9,29,13,18.85,True,2018
RSH-0007213,MSN-0046950,Russia,Autonomous Navigation,Atmospheric Physics,191,341.2,27,13,14.24,True,1995
RSH-0007214,MSN-0076934,Japan,Orbital Crystallography,Space Botany,96,858.6,39,13,43.11,True,2016
RSH-0007215,MSN-0031277,USA,Spectroscopic Survey,Exoplanetology,554,276.6,44,2,28.28,False,1996
RSH-0007216,MSN-0014373,USA,Cosmic Dust Analysis,Materials Science,414,1215.8,13,2,38.66,True,2016
RSH-0007217,MSN-0088065,USA,Thermal Imaging,Astrophysics,131,1554.0,12,11,2.67,False,2023
RSH-0007218,MSN-0011553,France,Gravitational Wave Detection,Microgravity Biology,429,953.2,5,4,31.06,True,1986
RSH-0007219,MSN-0074822,USA,Thermal Imaging,Astrophysics,485,853.1,29,8,45.62,False,1998
RSH-0007220,MSN-0007599,India,Thermal Imaging,Atmospheric Physics,512,393.1,29,9,12.5,True,1970
RSH-0007221,MSN-0007744,Russia,Gravitational Wave Detection,Relativistic Physics,271,1328.2,16,13,41.35,False,2017
RSH-0007222,MSN-0015319,USA,Orbital Crystallography,Astrophysics,222,1081.0,7,11,47.22,False,2015
RSH-0007223,MSN-0080530,USA,Fluid Dynamics,Materials Science,521,666.3,35,3,42.59,True,1994
RSH-0007224,MSN-0020111,USA,Fluid Dynamics,Exoplanetology,653,2978.9,11,15,35.28,True,2023
RSH-0007225,MSN-0076084,France,Orbital Crystallography,Materials Science,272,1679.9,2,4,23.05,True,2000
RSH-0007226,MSN-0039620,USA,Plasma Physics,Microgravity Biology,381,619.2,2,15,9.05,True,2003
RSH-0007227,MSN-0000981,India,Fluid Dynamics,Relativistic Physics,455,829.9,18,10,28.11,True,2017
RSH-0007228,MSN-0010624,USA,Fluid Dynamics,Atmospheric Physics,649,282.4,16,6,4.35,True,2009
RSH-0007229,MSN-0015090,France,Fluid Dynamics,Space Botany,299,1406.5,20,12,45.47,True,2009
RSH-0007230,MSN-0020334,Japan,Plasma Physics,Planetary Geology,290,928.2,39,9,22.95,True,2023
RSH-0007231,MSN-0046106,China,Autonomous Navigation,Solar Dynamics,460,786.2,13,10,30.98,True,1990
RSH-0007232,MSN-0071783,China,Lidar Surface Mapping,Quantum Communications,136,534.6,20,9,2.74,True,1998
RSH-0007233,MSN-0057991,China,Lidar Surface Mapping,Astrophysics,134,2698.0,4,10,13.5,True,1996
RSH-0007234,MSN-0021107,Other,Radiation Profiling,Microgravity Biology,473,3219.7,28,10,2.18,True,2014
RSH-0007235,MSN-0036839,USA,Radiation Profiling,Planetary Geology,44,357.3,6,3,19.49,True,1977
RSH-0007236,MSN-0068180,China,Radiation Profiling,Space Botany,539,1083.3,26,14,7.28,True,2023
RSH-0007237,MSN-0044005,ESA,Fluid Dynamics,Exoplanetology,565,499.5,21,13,29.01,True,1988
RSH-0007238,MSN-0087237,USA,Thermal Imaging,Quantum Communications,226,944.9,15,5,44.93,False,2024
RSH-0007239,MSN-0022639,China,Orbital Crystallography,Materials Science,555,865.0,38,15,36.33,True,2005
RSH-0007240,MSN-0000133,ESA,Fluid Dynamics,Microgravity Biology,20,1327.7,17,12,40.91,True,2021
RSH-0007241,MSN-0096874,USA,Cosmic Dust Analysis,Space Botany,209,1642.9,20,10,9.49,True,1986
RSH-0007242,MSN-0019394,USA,Plasma Physics,Astrophysics,77,1290.9,13,10,5.67,True,2018
RSH-0007243,MSN-0023912,USA,Cosmic Dust Analysis,Microgravity Biology,411,3462.0,18,1,17.33,True,1993
RSH-0007244,MSN-0040722,China,Orbital Crystallography,Atmospheric Physics,192,1826.6,26,2,35.32,False,1996
RSH-0007245,MSN-0057078,China,Radiation Profiling,Quantum Communications,424,1112.3,34,6,13.53,True,2006
RSH-0007246,MSN-0066927,Russia,Gravitational Wave Detection,Quantum Communications,448,1307.8,36,13,14.96,True,2022
RSH-0007247,MSN-0064254,China,Autonomous Navigation,Exoplanetology,706,172.1,40,13,46.8,False,2016
RSH-0007248,MSN-0067421,China,Autonomous Navigation,Astrophysics,85,2521.9,8,4,8.21,False,2022
RSH-0007249,MSN-0028280,Germany,Spectroscopic Survey,Quantum Communications,316,254.8,26,11,35.49,True,2009
RSH-0007250,MSN-0040690,China,Gravitational Wave Detection,Planetary Geology,561,2766.1,42,15,14.75,True,2010
RSH-0007251,MSN-0071279,USA,Radiation Profiling,Microgravity Biology,328,826.3,10,7,44.44,True,1976
RSH-0007252,MSN-0089475,USA,Fluid Dynamics,Relativistic Physics,508,1918.7,11,14,9.98,True,2018
RSH-0007253,MSN-0094664,USA,Gravitational Wave Detection,Atmospheric Physics,562,4074.4,30,11,35.6,True,2001
RSH-0007254,MSN-0024169,ESA,Orbital Crystallography,Space Botany,676,1734.5,7,4,18.78,False,1995
RSH-0007255,MSN-0092324,Israel,Orbital Crystallography,Materials Science,170,858.2,32,15,28.77,False,1978
RSH-0007256,MSN-0010870,Brazil,Radiation Profiling,Solar Dynamics,202,1194.3,2,15,48.37,True,2020
RSH-0007257,MSN-0047056,Russia,Plasma Physics,Relativistic Physics,61,2592.0,44,1,2.09,True,1990
RSH-0007258,MSN-0029930,Russia,Thermal Imaging,Materials Science,64,171.2,2,14,34.09,True,1989
RSH-0007259,MSN-0088489,China,Gravitational Wave Detection,Space Botany,449,229.0,26,9,9.72,True,1968
RSH-0007260,MSN-0069977,South Korea,Thermal Imaging,Relativistic Physics,414,1721.6,3,8,33.8,True,2007
RSH-0007261,MSN-0087224,China,Fluid Dynamics,Planetary Geology,401,724.4,19,5,20.13,True,2023
RSH-0007262,MSN-0067889,Other,Lidar Surface Mapping,Space Botany,247,2521.7,20,5,21.7,True,1995
RSH-0007263,MSN-0048406,ESA,Gravitational Wave Detection,Solar Dynamics,508,3118.0,12,1,40.16,True,1962
RSH-0007264,MSN-0088199,China,Radiation Profiling,Materials Science,101,2140.7,18,9,14.7,False,2009
RSH-0007265,MSN-0009447,USA,Gravitational Wave Detection,Astrophysics,165,183.4,35,2,26.75,True,1998
RSH-0007266,MSN-0060971,USA,Autonomous Navigation,Microgravity Biology,624,1265.3,39,9,47.64,True,2000
RSH-0007267,MSN-0067163,USA,Autonomous Navigation,Solar Dynamics,676,451.3,35,3,32.31,False,2017
RSH-0007268,MSN-0002533,China,Radiation Profiling,Materials Science,432,4082.5,35,8,5.55,True,2016
RSH-0007269,MSN-0067629,Russia,Fluid Dynamics,Solar Dynamics,469,967.1,34,5,44.62,True,2008
RSH-0007270,MSN-0022317,USA,Spectroscopic Survey,Atmospheric Physics,196,3346.6,19,10,1.78,True,1982
RSH-0007271,MSN-0073208,Germany,Orbital Crystallography,Microgravity Biology,463,3044.4,35,11,6.1,False,1969
RSH-0007272,MSN-0028036,Russia,Radiation Profiling,Solar Dynamics,377,201.8,14,4,15.23,True,2007
RSH-0007273,MSN-0047110,USA,Thermal Imaging,Materials Science,580,458.0,43,10,7.67,True,2007
RSH-0007274,MSN-0083820,China,Plasma Physics,Relativistic Physics,689,3803.8,2,6,37.32,False,2015
RSH-0007275,MSN-0078709,ESA,Gravitational Wave Detection,Microgravity Biology,215,881.3,23,6,16.91,True,1988
RSH-0007276,MSN-0082374,China,Fluid Dynamics,Exoplanetology,176,611.4,35,3,27.14,False,2010
RSH-0007277,MSN-0067992,Russia,Autonomous Navigation,Solar Dynamics,178,223.1,44,15,4.21,True,1999
RSH-0007278,MSN-0052329,USA,Radiation Profiling,Exoplanetology,631,234.4,14,4,35.94,True,2023
RSH-0007279,MSN-0097756,India,Radiation Profiling,Atmospheric Physics,121,1667.4,32,9,18.82,True,2009
RSH-0007280,MSN-0055684,Russia,Plasma Physics,Relativistic Physics,50,4409.0,16,2,38.36,True,1998
RSH-0007281,MSN-0058710,China,Orbital Crystallography,Atmospheric Physics,408,271.8,24,7,15.25,True,2021
RSH-0007282,MSN-0017235,USA,Plasma Physics,Space Botany,675,3210.5,23,9,35.16,False,2003
RSH-0007283,MSN-0074151,USA,Gravitational Wave Detection,Exoplanetology,428,1477.2,25,2,17.35,True,1983
RSH-0007284,MSN-0097176,USA,Spectroscopic Survey,Relativistic Physics,336,469.4,28,13,9.03,True,1998
RSH-0007285,MSN-0098205,UAE,Cosmic Dust Analysis,Microgravity Biology,566,1776.6,41,13,10.17,True,2011
RSH-0007286,MSN-0093866,China,Lidar Surface Mapping,Planetary Geology,176,4277.4,12,2,45.28,True,2008
RSH-0007287,MSN-0013752,USA,Plasma Physics,Exoplanetology,716,386.8,40,8,11.75,True,2016
RSH-0007288,MSN-0007773,India,Orbital Crystallography,Planetary Geology,253,919.1,10,13,6.76,True,1993
RSH-0007289,MSN-0040897,USA,Fluid Dynamics,Astrophysics,333,909.6,6,12,40.27,True,2005
RSH-0007290,MSN-0078595,USA,Spectroscopic Survey,Atmospheric Physics,62,586.8,12,7,26.86,False,1984
RSH-0007291,MSN-0037945,Russia,Orbital Crystallography,Atmospheric Physics,522,546.5,23,10,24.68,True,2013
RSH-0007292,MSN-0030553,China,Radiation Profiling,Atmospheric Physics,626,305.0,15,15,29.08,False,2024
RSH-0007293,MSN-0014308,USA,Radiation Profiling,Space Botany,228,961.3,20,6,23.54,True,1991
RSH-0007294,MSN-0008742,ESA,Orbital Crystallography,Relativistic Physics,236,255.5,14,2,20.2,True,2002
RSH-0007295,MSN-0037739,USA,Fluid Dynamics,Solar Dynamics,640,350.2,8,10,16.66,True,1990
RSH-0007296,MSN-0062666,ESA,Cosmic Dust Analysis,Materials Science,565,244.9,20,14,46.7,True,1986
RSH-0007297,MSN-0031482,USA,Autonomous Navigation,Planetary Geology,570,1822.3,6,3,20.6,True,2006
RSH-0007298,MSN-0048788,China,Cosmic Dust Analysis,Relativistic Physics,394,3049.0,12,11,24.9,True,2019
RSH-0007299,MSN-0076216,USA,Gravitational Wave Detection,Planetary Geology,452,1119.0,6,14,7.08,True,2014
RSH-0007300,MSN-0039111,Russia,Cosmic Dust Analysis,Materials Science,691,749.2,44,3,35.44,True,2004
RSH-0007301,MSN-0078260,Italy,Lidar Surface Mapping,Quantum Communications,54,2292.3,6,11,18.45,True,2015
RSH-0007302,MSN-0081826,UAE,Autonomous Navigation,Planetary Geology,633,1562.7,17,12,15.49,True,1997
RSH-0007303,MSN-0058121,ESA,Gravitational Wave Detection,Solar Dynamics,17,1307.1,24,9,40.12,False,2014
RSH-0007304,MSN-0085261,Russia,Thermal Imaging,Materials Science,193,682.4,15,5,38.34,True,1994
RSH-0007305,MSN-0076819,USA,Plasma Physics,Planetary Geology,417,3566.0,28,9,24.09,True,2007
RSH-0007306,MSN-0024045,Russia,Thermal Imaging,Atmospheric Physics,622,166.3,40,6,28.31,True,1976
RSH-0007307,MSN-0033761,Russia,Plasma Physics,Relativistic Physics,712,316.3,41,13,28.59,True,1994
RSH-0007308,MSN-0051519,India,Spectroscopic Survey,Solar Dynamics,92,1343.0,27,1,6.68,True,2015
RSH-0007309,MSN-0021095,UAE,Lidar Surface Mapping,Astrophysics,548,259.0,14,11,16.56,True,2008
RSH-0007310,MSN-0040182,USA,Radiation Profiling,Space Botany,255,927.5,6,2,34.67,True,2018
RSH-0007311,MSN-0030344,Russia,Radiation Profiling,Quantum Communications,594,375.1,41,5,13.1,True,1981
RSH-0007312,MSN-0085238,Canada,Radiation Profiling,Space Botany,153,959.5,9,8,9.89,True,2020
RSH-0007313,MSN-0074526,China,Thermal Imaging,Exoplanetology,247,3398.6,20,5,16.38,True,2004
RSH-0007314,MSN-0006009,USA,Autonomous Navigation,Space Botany,623,1405.6,5,14,45.87,True,2022
RSH-0007315,MSN-0090149,ESA,Orbital Crystallography,Materials Science,603,767.9,21,1,47.87,False,2011
RSH-0007316,MSN-0054523,ESA,Gravitational Wave Detection,Planetary Geology,450,284.9,23,5,38.63,True,2002
RSH-0007317,MSN-0065578,Japan,Thermal Imaging,Exoplanetology,360,785.8,19,6,23.27,True,1998
RSH-0007318,MSN-0091904,UAE,Thermal Imaging,Materials Science,364,902.2,17,3,38.32,True,2009
RSH-0007319,MSN-0005054,Russia,Plasma Physics,Quantum Communications,446,3027.5,7,6,30.17,True,1989
RSH-0007320,MSN-0099159,USA,Thermal Imaging,Atmospheric Physics,613,1129.7,41,10,20.04,True,1995
RSH-0007321,MSN-0038339,ESA,Fluid Dynamics,Atmospheric Physics,537,974.0,14,14,29.47,True,2008
RSH-0007322,MSN-0037731,Japan,Lidar Surface Mapping,Astrophysics,274,5353.4,40,11,44.65,True,2011
RSH-0007323,MSN-0012679,USA,Plasma Physics,Planetary Geology,433,1203.6,38,13,5.7,True,2011
RSH-0007324,MSN-0031079,China,Lidar Surface Mapping,Planetary Geology,253,774.0,27,14,25.94,True,1998
RSH-0007325,MSN-0082536,Russia,Thermal Imaging,Astrophysics,454,175.2,22,5,41.76,True,1991
RSH-0007326,MSN-0098463,Japan,Lidar Surface Mapping,Relativistic Physics,395,522.7,24,3,36.29,True,1991
RSH-0007327,MSN-0009742,USA,Orbital Crystallography,Materials Science,389,429.5,5,1,18.98,True,2020
RSH-0007328,MSN-0046210,India,Orbital Crystallography,Microgravity Biology,545,523.5,5,4,13.24,True,1965
RSH-0007329,MSN-0054846,Japan,Fluid Dynamics,Relativistic Physics,294,868.3,10,14,47.48,True,1991
RSH-0007330,MSN-0078994,Russia,Fluid Dynamics,Atmospheric Physics,304,1065.8,7,4,15.4,True,2004
RSH-0007331,MSN-0051694,Russia,Spectroscopic Survey,Atmospheric Physics,99,436.7,7,2,25.09,True,2020
RSH-0007332,MSN-0005776,USA,Cosmic Dust Analysis,Solar Dynamics,281,428.4,38,4,8.88,True,2007
RSH-0007333,MSN-0093534,Japan,Cosmic Dust Analysis,Materials Science,656,807.5,43,8,9.92,True,1992
RSH-0007334,MSN-0088919,Russia,Spectroscopic Survey,Solar Dynamics,361,2844.7,3,11,5.21,True,1980
RSH-0007335,MSN-0064585,USA,Lidar Surface Mapping,Atmospheric Physics,372,973.0,22,12,34.2,True,2015
RSH-0007336,MSN-0030833,Germany,Spectroscopic Survey,Atmospheric Physics,697,1550.0,28,8,43.91,False,2002
RSH-0007337,MSN-0071211,China,Fluid Dynamics,Astrophysics,568,1393.9,4,12,14.66,True,1987
RSH-0007338,MSN-0087121,Russia,Thermal Imaging,Atmospheric Physics,679,710.1,38,3,44.53,True,2024
RSH-0007339,MSN-0069844,USA,Autonomous Navigation,Atmospheric Physics,40,3117.0,16,11,5.08,True,2011
RSH-0007340,MSN-0057962,ESA,Fluid Dynamics,Relativistic Physics,284,539.8,27,14,8.1,True,2008
RSH-0007341,MSN-0068145,India,Gravitational Wave Detection,Materials Science,367,654.5,39,7,19.5,True,2016
RSH-0007342,MSN-0058216,Russia,Gravitational Wave Detection,Exoplanetology,124,3448.8,36,2,4.05,True,2005
RSH-0007343,MSN-0071814,USA,Gravitational Wave Detection,Exoplanetology,504,1472.0,13,1,20.37,True,2008
RSH-0007344,MSN-0082674,Japan,Autonomous Navigation,Exoplanetology,84,578.4,18,1,9.43,True,1995
RSH-0007345,MSN-0091173,UK,Radiation Profiling,Space Botany,458,1493.0,22,8,41.94,True,2005
RSH-0007346,MSN-0019964,USA,Plasma Physics,Planetary Geology,322,285.8,23,11,21.97,True,1995
RSH-0007347,MSN-0062485,USA,Radiation Profiling,Space Botany,335,158.8,17,14,19.93,True,1962
RSH-0007348,MSN-0016326,USA,Lidar Surface Mapping,Space Botany,684,1231.5,6,7,35.54,False,1999
RSH-0007349,MSN-0073982,Russia,Orbital Crystallography,Relativistic Physics,141,180.6,26,13,42.92,False,2018
RSH-0007350,MSN-0012531,USA,Thermal Imaging,Atmospheric Physics,599,1863.7,17,5,22.34,True,1987
RSH-0007351,MSN-0033150,Japan,Radiation Profiling,Atmospheric Physics,293,450.7,42,10,9.54,True,1989
RSH-0007352,MSN-0066969,Other,Thermal Imaging,Materials Science,604,216.1,41,5,6.24,False,2000
RSH-0007353,MSN-0097206,USA,Thermal Imaging,Exoplanetology,344,1006.0,10,5,24.88,True,2018
RSH-0007354,MSN-0043144,Germany,Plasma Physics,Atmospheric Physics,684,921.1,15,7,36.01,True,2011
RSH-0007355,MSN-0050051,ESA,Cosmic Dust Analysis,Quantum Communications,30,528.7,11,4,25.35,True,1978
RSH-0007356,MSN-0077723,USA,Spectroscopic Survey,Space Botany,61,478.8,36,6,24.33,False,1992
RSH-0007357,MSN-0098596,USA,Radiation Profiling,Exoplanetology,601,378.6,32,4,6.7,True,2009
RSH-0007358,MSN-0079251,Russia,Autonomous Navigation,Materials Science,605,196.9,22,4,10.07,True,1984
RSH-0007359,MSN-0030906,Russia,Plasma Physics,Planetary Geology,236,2638.8,26,1,29.29,True,1968
RSH-0007360,MSN-0039566,ESA,Lidar Surface Mapping,Microgravity Biology,228,1430.2,22,5,11.62,True,2002
RSH-0007361,MSN-0096268,Italy,Orbital Crystallography,Planetary Geology,365,1417.8,35,6,35.57,True,1994
RSH-0007362,MSN-0058923,Russia,Cosmic Dust Analysis,Planetary Geology,638,1737.9,13,10,37.9,True,1983
RSH-0007363,MSN-0035649,Russia,Plasma Physics,Astrophysics,502,1103.2,26,9,28.21,True,1984
RSH-0007364,MSN-0038821,USA,Thermal Imaging,Exoplanetology,692,222.5,18,7,39.96,True,2021
RSH-0007365,MSN-0073601,Germany,Thermal Imaging,Quantum Communications,212,1266.9,30,11,15.94,True,1986
RSH-0007366,MSN-0008886,China,Plasma Physics,Atmospheric Physics,448,1718.1,13,2,2.37,True,2018
RSH-0007367,MSN-0069984,China,Thermal Imaging,Quantum Communications,672,1081.2,17,14,4.41,True,2007
RSH-0007368,MSN-0027535,China,Radiation Profiling,Relativistic Physics,411,426.7,11,15,39.07,True,1976
RSH-0007369,MSN-0007455,Brazil,Thermal Imaging,Solar Dynamics,478,1924.6,30,7,43.0,True,2008
RSH-0007370,MSN-0081516,Russia,Spectroscopic Survey,Astrophysics,347,1193.1,18,6,21.1,True,2005
RSH-0007371,MSN-0033174,ESA,Radiation Profiling,Planetary Geology,353,489.6,37,12,10.08,True,1994
RSH-0007372,MSN-0028595,USA,Orbital Crystallography,Materials Science,97,492.7,5,5,20.28,True,1988
RSH-0007373,MSN-0087841,Russia,Autonomous Navigation,Atmospheric Physics,174,509.8,35,3,43.25,True,2022
RSH-0007374,MSN-0018106,China,Lidar Surface Mapping,Microgravity Biology,415,198.2,7,10,13.26,True,2019
RSH-0007375,MSN-0058997,China,Fluid Dynamics,Atmospheric Physics,265,365.6,26,8,19.41,True,1984
RSH-0007376,MSN-0036301,Japan,Lidar Surface Mapping,Astrophysics,392,918.8,40,5,35.84,False,2019
RSH-0007377,MSN-0032684,USA,Autonomous Navigation,Atmospheric Physics,671,180.8,31,10,16.11,True,1979
RSH-0007378,MSN-0035519,Russia,Plasma Physics,Materials Science,410,212.0,16,6,31.15,True,2013
RSH-0007379,MSN-0046883,Russia,Fluid Dynamics,Exoplanetology,486,3407.8,13,1,42.57,True,2024
